,gene_stable_id,gene_type,gene_name,hgnc_name,hgnc_id,hgnc_id_exists,panther_id,tigrfam_id,wikigene_name,gene_description,pid_suffix
40565,ENSG00000111640,protein_coding,GAPDH,GAPDH,HGNC:4141,True,PTHR10836,TIGR01534,GAPDH,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141],PTHR10836
40650,ENSG00000111641,protein_coding,NOP2,NOP2,HGNC:7867,True,PTHR22807,TIGR00446,NOP2,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867],PTHR22807
40651,ENSG00000111641,protein_coding,NOP2,NOP2,HGNC:7867,True,PTHR22807:SF30,TIGR00446,NOP2,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867],SF30
40669,ENSG00000134375,protein_coding,TIMM17A,TIMM17A,HGNC:17315,True,PTHR10485:SF1,TIGR00980,TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315],SF1
40670,ENSG00000134375,protein_coding,TIMM17A,TIMM17A,HGNC:17315,True,PTHR10485,TIGR00980,TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315],PTHR10485
40680,ENSG00000136297,protein_coding,MMD2,MMD2,HGNC:30133,True,PTHR20855:SF107,TIGR01065,MMD2,monocyte to macrophage differentiation associated 2 [Source:HGNC Symbol;Acc:HGNC:30133],SF107
40681,ENSG00000136297,protein_coding,MMD2,MMD2,HGNC:30133,True,PTHR20855,TIGR01065,MMD2,monocyte to macrophage differentiation associated 2 [Source:HGNC Symbol;Acc:HGNC:30133],PTHR20855
40694,ENSG00000060971,protein_coding,ACAA1,ACAA1,HGNC:82,True,PTHR43853,TIGR01930,ACAA1,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82],PTHR43853
40695,ENSG00000060971,protein_coding,ACAA1,ACAA1,HGNC:82,True,PTHR43853:SF17,TIGR01930,ACAA1,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82],SF17
40720,ENSG00000152782,protein_coding,PANK1,PANK1,HGNC:8598,True,PTHR12280,TIGR00555,PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598],PTHR12280
40721,ENSG00000152782,protein_coding,PANK1,PANK1,HGNC:8598,True,PTHR12280:SF23,TIGR00555,PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598],SF23
40759,ENSG00000117280,protein_coding,RAB29,RAB29,HGNC:9789,True,PTHR24073:SF315,TIGR00231,RAB29,"RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]",SF315
40760,ENSG00000117280,protein_coding,RAB29,RAB29,HGNC:9789,True,PTHR24073,TIGR00231,RAB29,"RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]",PTHR24073
40790,ENSG00000037757,protein_coding,MRI1,MRI1,HGNC:28469,True,PTHR43475:SF1,TIGR00512,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469],SF1
40791,ENSG00000037757,protein_coding,MRI1,MRI1,HGNC:28469,True,PTHR43475,TIGR00512,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469],PTHR43475
40792,ENSG00000037757,protein_coding,MRI1,MRI1,HGNC:28469,True,PTHR43475:SF1,TIGR00524,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469],SF1
40793,ENSG00000037757,protein_coding,MRI1,MRI1,HGNC:28469,True,PTHR43475,TIGR00524,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469],PTHR43475
40902,ENSG00000182180,protein_coding,MRPS16,MRPS16,HGNC:14048,True,PTHR12919,TIGR00002,MRPS16,mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048],PTHR12919
40903,ENSG00000182180,protein_coding,MRPS16,MRPS16,HGNC:14048,True,PTHR12919:SF27,TIGR00002,MRPS16,mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048],SF27
40932,ENSG00000170175,protein_coding,CHRNB1,CHRNB1,HGNC:1961,True,PTHR18945:SF477,TIGR00860,CHRNB1,cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961],SF477
40933,ENSG00000170175,protein_coding,CHRNB1,CHRNB1,HGNC:1961,True,PTHR18945,TIGR00860,CHRNB1,cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961],PTHR18945
41021,ENSG00000158825,protein_coding,CDA,CDA,HGNC:1712,True,PTHR11644:SF24,TIGR01354,CDA,cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712],SF24
41022,ENSG00000158825,protein_coding,CDA,CDA,HGNC:1712,True,PTHR11644,TIGR01354,CDA,cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712],PTHR11644
41055,ENSG00000104907,protein_coding,TRMT1,TRMT1,HGNC:25980,True,PTHR10631,TIGR00308,TRMT1,tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980],PTHR10631
41056,ENSG00000104907,protein_coding,TRMT1,TRMT1,HGNC:25980,True,PTHR10631:SF3,TIGR00308,TRMT1,tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980],SF3
41151,ENSG00000155886,protein_coding,SLC24A2,SLC24A2,HGNC:10976,True,PTHR10846:SF41,TIGR00367,SLC24A2,solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976],SF41
41152,ENSG00000155886,protein_coding,SLC24A2,SLC24A2,HGNC:10976,True,PTHR10846,TIGR00367,SLC24A2,solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976],PTHR10846
41157,ENSG00000117308,protein_coding,GALE,GALE,HGNC:4116,True,PTHR43725,TIGR01179,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116],PTHR43725
41158,ENSG00000117308,protein_coding,GALE,GALE,HGNC:4116,True,PTHR43725:SF14,TIGR01179,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116],SF14
41199,ENSG00000149476,protein_coding,TKFC,TKFC,HGNC:24552,True,PTHR28629,TIGR02361,TKFC,triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552],PTHR28629
41200,ENSG00000149476,protein_coding,TKFC,TKFC,HGNC:24552,True,PTHR28629:SF4,TIGR02361,TKFC,triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552],SF4
41298,ENSG00000178921,protein_coding,PFAS,PFAS,HGNC:8863,True,PTHR10099:SF1,TIGR01735,PFAS,phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863],SF1
41299,ENSG00000178921,protein_coding,PFAS,PFAS,HGNC:8863,True,PTHR10099,TIGR01735,PFAS,phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863],PTHR10099
41356,ENSG00000163399,protein_coding,ATP1A1,ATP1A1,HGNC:799,True,PTHR43294,TIGR01106,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],PTHR43294
41357,ENSG00000163399,protein_coding,ATP1A1,ATP1A1,HGNC:799,True,PTHR43294:SF9,TIGR01106,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],SF9
41358,ENSG00000163399,protein_coding,ATP1A1,ATP1A1,HGNC:799,True,PTHR43294,TIGR01494,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],PTHR43294
41359,ENSG00000163399,protein_coding,ATP1A1,ATP1A1,HGNC:799,True,PTHR43294:SF9,TIGR01494,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],SF9
41402,ENSG00000161970,protein_coding,RPL26,RPL26,HGNC:10327,True,PTHR11143,TIGR01080,RPL26,ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327],PTHR11143
41403,ENSG00000161970,protein_coding,RPL26,RPL26,HGNC:10327,True,PTHR11143:SF10,TIGR01080,RPL26,ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327],SF10
41496,ENSG00000165269,protein_coding,AQP7,AQP7,HGNC:640,True,PTHR43829,TIGR00861,AQP7,aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640],PTHR43829
41497,ENSG00000165269,protein_coding,AQP7,AQP7,HGNC:640,True,PTHR43829:SF25,TIGR00861,AQP7,aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640],SF25
41523,ENSG00000134108,protein_coding,ARL8B,ARL8B,HGNC:25564,True,PTHR45732,TIGR00231,ARL8B,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564],PTHR45732
41524,ENSG00000134108,protein_coding,ARL8B,ARL8B,HGNC:25564,True,PTHR45732:SF16,TIGR00231,ARL8B,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564],SF16
41525,ENSG00000134108,protein_coding,ARL8B,ARL8B,HGNC:25564,True,PTHR45732:SF13,TIGR00231,ARL8B,ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564],SF13
41543,ENSG00000250424,protein_coding,,,,False,PTHR12473,TIGR00861,,"novel protein, MINDY4 and AQP1 readthrough",PTHR12473
41544,ENSG00000250424,protein_coding,,,,False,PTHR12473:SF13,TIGR00861,,"novel protein, MINDY4 and AQP1 readthrough",SF13
41549,ENSG00000240583,protein_coding,AQP1,AQP1,HGNC:633,True,PTHR19139,TIGR00861,AQP1,aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633],PTHR19139
41550,ENSG00000240583,protein_coding,AQP1,AQP1,HGNC:633,True,PTHR19139:SF161,TIGR00861,AQP1,aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633],SF161
41595,ENSG00000170892,protein_coding,TSEN34,TSEN34,HGNC:15506,True,PTHR13070,TIGR00324,TSEN34,tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506],PTHR13070
41610,ENSG00000170889,protein_coding,RPS9,RPS9,HGNC:10442,True,PTHR11831,TIGR01018,RPS9,ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442],PTHR11831
41611,ENSG00000170889,protein_coding,RPS9,RPS9,HGNC:10442,True,PTHR11831:SF23,TIGR01018,RPS9,ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442],SF23
41649,ENSG00000140598,protein_coding,EFL1,EFL1,HGNC:25789,True,PTHR42908:SF3,TIGR00231,EFL1,elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789],SF3
41650,ENSG00000140598,protein_coding,EFL1,EFL1,HGNC:25789,True,PTHR42908,TIGR00231,EFL1,elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789],PTHR42908
41715,ENSG00000143627,protein_coding,PKLR,PKLR,HGNC:9020,True,PTHR11817,TIGR01064,PKLR,pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020],PTHR11817
41716,ENSG00000143627,protein_coding,PKLR,PKLR,HGNC:9020,True,PTHR11817:SF31,TIGR01064,PKLR,pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020],SF31
41758,ENSG00000162066,protein_coding,AMDHD2,AMDHD2,HGNC:24262,True,PTHR11113:SF14,TIGR00221,AMDHD2,amidohydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24262],SF14
41759,ENSG00000162066,protein_coding,AMDHD2,AMDHD2,HGNC:24262,True,PTHR11113,TIGR00221,AMDHD2,amidohydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24262],PTHR11113
41774,ENSG00000142657,protein_coding,PGD,PGD,HGNC:8891,True,PTHR11811:SF50,TIGR00873,PGD,phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891],SF50
41775,ENSG00000142657,protein_coding,PGD,PGD,HGNC:8891,True,PTHR11811,TIGR00873,PGD,phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891],PTHR11811
41862,ENSG00000017260,protein_coding,ATP2C1,ATP2C1,HGNC:13211,True,PTHR42861,TIGR01494,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211],PTHR42861
41863,ENSG00000017260,protein_coding,ATP2C1,ATP2C1,HGNC:13211,True,PTHR42861:SF2,TIGR01494,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211],SF2
41864,ENSG00000017260,protein_coding,ATP2C1,ATP2C1,HGNC:13211,True,PTHR42861,TIGR01522,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211],PTHR42861
41865,ENSG00000017260,protein_coding,ATP2C1,ATP2C1,HGNC:13211,True,PTHR42861:SF2,TIGR01522,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211],SF2
41918,ENSG00000150768,protein_coding,DLAT,DLAT,HGNC:2896,True,PTHR23151:SF9,TIGR01349,DLAT,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896],SF9
41919,ENSG00000150768,protein_coding,DLAT,DLAT,HGNC:2896,True,PTHR23151,TIGR01349,DLAT,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896],PTHR23151
41978,ENSG00000103253,protein_coding,HAGHL,HAGHL,HGNC:14177,True,PTHR11935:SF77,TIGR03413,HAGHL,hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177],SF77
41979,ENSG00000103253,protein_coding,HAGHL,HAGHL,HGNC:14177,True,PTHR11935,TIGR03413,HAGHL,hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177],PTHR11935
42013,ENSG00000138413,protein_coding,IDH1,IDH1,HGNC:5382,True,PTHR11822:SF28,TIGR00127,IDH1,isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382],SF28
42014,ENSG00000138413,protein_coding,IDH1,IDH1,HGNC:5382,True,PTHR11822,TIGR00127,IDH1,isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382],PTHR11822
42110,ENSG00000006695,protein_coding,COX10,COX10,HGNC:2260,True,PTHR43448:SF2,TIGR01473,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],SF2
42111,ENSG00000006695,protein_coding,COX10,COX10,HGNC:2260,True,PTHR43448,TIGR01473,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],PTHR43448
42165,ENSG00000161542,protein_coding,PRPSAP1,PRPSAP1,HGNC:9466,True,PTHR10210:SF28,TIGR01251,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466],SF28
42166,ENSG00000161542,protein_coding,PRPSAP1,PRPSAP1,HGNC:9466,True,PTHR10210,TIGR01251,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466],PTHR10210
42181,ENSG00000143622,protein_coding,RIT1,RIT1,HGNC:10023,True,PTHR24070:SF208,TIGR00231,RIT1,Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023],SF208
42182,ENSG00000143622,protein_coding,RIT1,RIT1,HGNC:10023,True,PTHR24070,TIGR00231,RIT1,Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023],PTHR24070
42193,ENSG00000169228,protein_coding,RAB24,RAB24,HGNC:9765,True,PTHR24073,TIGR00231,RAB24,"RAB24, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9765]",PTHR24073
42194,ENSG00000169228,protein_coding,RAB24,RAB24,HGNC:9765,True,PTHR24073:SF471,TIGR00231,RAB24,"RAB24, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9765]",SF471
42199,ENSG00000104824,protein_coding,HNRNPL,HNRNPL,HGNC:5045,True,PTHR15592,TIGR01649,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],PTHR15592
42200,ENSG00000104824,protein_coding,HNRNPL,HNRNPL,HGNC:5045,True,PTHR15592:SF20,TIGR01649,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],SF20
42298,ENSG00000132698,protein_coding,RAB25,RAB25,HGNC:18238,True,PTHR47979,TIGR00231,RAB25,"RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]",PTHR47979
42299,ENSG00000132698,protein_coding,RAB25,RAB25,HGNC:18238,True,PTHR47979:SF8,TIGR00231,RAB25,"RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]",SF8
42365,ENSG00000113504,protein_coding,SLC12A7,SLC12A7,HGNC:10915,True,PTHR11827,TIGR00930,SLC12A7,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915],PTHR11827
42366,ENSG00000113504,protein_coding,SLC12A7,SLC12A7,HGNC:10915,True,PTHR11827:SF47,TIGR00930,SLC12A7,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915],SF47
42375,ENSG00000172340,protein_coding,SUCLG2,SUCLG2,HGNC:11450,True,PTHR11815:SF12,TIGR01016,SUCLG2,succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450],SF12
42376,ENSG00000172340,protein_coding,SUCLG2,SUCLG2,HGNC:11450,True,PTHR11815,TIGR01016,SUCLG2,succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450],PTHR11815
42379,ENSG00000172340,protein_coding,SUCLG2,SUCLG2,HGNC:11450,True,PTHR11815:SF11,TIGR01016,SUCLG2,succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450],SF11
42390,ENSG00000163468,protein_coding,CCT3,CCT3,HGNC:1616,True,PTHR11353,TIGR02344,CCT3,chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616],PTHR11353
42391,ENSG00000163468,protein_coding,CCT3,CCT3,HGNC:1616,True,PTHR11353:SF24,TIGR02344,CCT3,chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616],SF24
42536,ENSG00000165916,protein_coding,PSMC3,PSMC3,HGNC:9549,True,PTHR23073,TIGR01242,PSMC3,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]",PTHR23073
42537,ENSG00000165916,protein_coding,PSMC3,PSMC3,HGNC:9549,True,PTHR23073:SF90,TIGR01242,PSMC3,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]",SF90
42596,ENSG00000122643,protein_coding,NT5C3A,NT5C3A,HGNC:17820,True,PTHR13045:SF12,TIGR01544,NT5C3A,"5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:HGNC:17820]",SF12
42597,ENSG00000122643,protein_coding,NT5C3A,NT5C3A,HGNC:17820,True,PTHR13045,TIGR01544,NT5C3A,"5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:HGNC:17820]",PTHR13045
42679,ENSG00000162374,protein_coding,ELAVL4,ELAVL4,HGNC:3315,True,PTHR10352:SF9,TIGR01661,ELAVL4,ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315],SF9
42680,ENSG00000162374,protein_coding,ELAVL4,ELAVL4,HGNC:3315,True,PTHR10352,TIGR01661,ELAVL4,ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315],PTHR10352
42681,ENSG00000162374,protein_coding,ELAVL4,ELAVL4,HGNC:3315,True,PTHR10352:SF12,TIGR01661,ELAVL4,ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315],SF12
42742,ENSG00000108883,protein_coding,EFTUD2,EFTUD2,HGNC:30858,True,PTHR42908:SF6,TIGR00231,EFTUD2,elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858],SF6
42743,ENSG00000108883,protein_coding,EFTUD2,EFTUD2,HGNC:30858,True,PTHR42908,TIGR00231,EFTUD2,elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858],PTHR42908
42758,ENSG00000067064,protein_coding,IDI1,IDI1,HGNC:5387,True,PTHR10885:SF5,TIGR02150,IDI1,isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387],SF5
42759,ENSG00000067064,protein_coding,IDI1,IDI1,HGNC:5387,True,PTHR10885,TIGR02150,IDI1,isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387],PTHR10885
42777,ENSG00000073578,protein_coding,SDHA,SDHA,HGNC:10680,True,PTHR11632:SF51,TIGR01812,SDHA,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680],SF51
42778,ENSG00000073578,protein_coding,SDHA,SDHA,HGNC:10680,True,PTHR11632,TIGR01812,SDHA,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680],PTHR11632
42779,ENSG00000073578,protein_coding,SDHA,SDHA,HGNC:10680,True,PTHR11632:SF51,TIGR01816,SDHA,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680],SF51
42780,ENSG00000073578,protein_coding,SDHA,SDHA,HGNC:10680,True,PTHR11632,TIGR01816,SDHA,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680],PTHR11632
42850,ENSG00000180251,protein_coding,SLC9A4,SLC9A4,HGNC:11077,True,PTHR10110:SF103,TIGR00840,SLC9A4,solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077],SF103
42851,ENSG00000180251,protein_coding,SLC9A4,SLC9A4,HGNC:11077,True,PTHR10110,TIGR00840,SLC9A4,solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077],PTHR10110
42865,ENSG00000144182,protein_coding,LIPT1,LIPT1,HGNC:29569,True,PTHR12561,TIGR00545,LIPT1,lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569],PTHR12561
42868,ENSG00000197894,protein_coding,ADH5,ADH5,HGNC:253,True,PTHR43880,TIGR02818,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]",PTHR43880
42869,ENSG00000197894,protein_coding,ADH5,ADH5,HGNC:253,True,PTHR43880:SF34,TIGR02818,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]",SF34
42883,ENSG00000151418,protein_coding,ATP6V1G3,ATP6V1G3,HGNC:18265,True,PTHR12713,TIGR01147,ATP6V1G3,ATPase H+ transporting V1 subunit G3 [Source:HGNC Symbol;Acc:HGNC:18265],PTHR12713
42884,ENSG00000151418,protein_coding,ATP6V1G3,ATP6V1G3,HGNC:18265,True,PTHR12713:SF5,TIGR01147,ATP6V1G3,ATPase H+ transporting V1 subunit G3 [Source:HGNC Symbol;Acc:HGNC:18265],SF5
42902,ENSG00000197885,protein_coding,NKIRAS1,NKIRAS1,HGNC:17899,True,PTHR46152,TIGR00231,NKIRAS1,NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899],PTHR46152
42903,ENSG00000197885,protein_coding,NKIRAS1,NKIRAS1,HGNC:17899,True,PTHR46152:SF1,TIGR00231,NKIRAS1,NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899],SF1
42983,ENSG00000114735,protein_coding,HEMK1,HEMK1,HGNC:24923,True,PTHR18895,TIGR03534,HEMK1,HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923],PTHR18895
42984,ENSG00000114735,protein_coding,HEMK1,HEMK1,HGNC:24923,True,PTHR18895,TIGR00536,HEMK1,HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923],PTHR18895
43005,ENSG00000049239,protein_coding,H6PD,H6PD,HGNC:4795,True,PTHR23429:SF7,TIGR01198,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795],SF7
43006,ENSG00000049239,protein_coding,H6PD,H6PD,HGNC:4795,True,PTHR23429,TIGR01198,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795],PTHR23429
43102,ENSG00000173262,protein_coding,SLC2A14,SLC2A14,HGNC:18301,True,PTHR23503,TIGR00879,SLC2A14,solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301],PTHR23503
43103,ENSG00000173262,protein_coding,SLC2A14,SLC2A14,HGNC:18301,True,PTHR23503:SF53,TIGR00879,SLC2A14,solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301],SF53
43162,ENSG00000104884,protein_coding,ERCC2,ERCC2,HGNC:3434,True,PTHR11472,TIGR00604,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]",PTHR11472
43163,ENSG00000104884,protein_coding,ERCC2,ERCC2,HGNC:3434,True,PTHR11472:SF1,TIGR00604,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]",SF1
43192,ENSG00000144362,protein_coding,PHOSPHO2,PHOSPHO2,HGNC:28316,True,PTHR20889,TIGR01489,PHOSPHO2,"phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]",PTHR20889
43193,ENSG00000144362,protein_coding,PHOSPHO2,PHOSPHO2,HGNC:28316,True,PTHR20889:SF1,TIGR01489,PHOSPHO2,"phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]",SF1
43194,ENSG00000144362,protein_coding,PHOSPHO2,PHOSPHO2,HGNC:28316,True,PTHR20889,TIGR01488,PHOSPHO2,"phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]",PTHR20889
43195,ENSG00000144362,protein_coding,PHOSPHO2,PHOSPHO2,HGNC:28316,True,PTHR20889:SF1,TIGR01488,PHOSPHO2,"phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]",SF1
43285,ENSG00000144381,protein_coding,HSPD1,HSPD1,HGNC:5261,True,PTHR45633:SF19,TIGR02348,HSPD1,heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261],SF19
43286,ENSG00000144381,protein_coding,HSPD1,HSPD1,HGNC:5261,True,PTHR45633,TIGR02348,HSPD1,heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261],PTHR45633
43305,ENSG00000070961,protein_coding,ATP2B1,ATP2B1,HGNC:814,True,PTHR24093,TIGR01517,ATP2B1,ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814],PTHR24093
